Title,Meta_score,Summary,User_score,GamesRelease,Descrition
SMITE,83,players choose from a selection of mythical gods join session-based arena combat and use custom powers and team tactics against other player-controlled gods and non-player controlled minions,8.1,Mar 25 2014,tofficial site: http://www.smitegame.com/ hi-rez studios role-playing strategy real-time massively multiplayer online fantasy moba moba
LIFE IS STRANGE 2: EPISODE 5 - WOLVES,83,after a tragic incident brothers sean and daniel diaz run away from home fearing the police and dealing with daniel’s new telekinetic power the boys head to mexico each stop on their journey brings new friends and new challenges,5.8,Dec 3 2019,m dontnod entertainment action adventure general no online multiplayer
HALO: COMBAT EVOLVED,83,in a desperate attempt to keep a conquering alien race called the covenant from finding earth you--a cybernteically enhanced soldier representing the peak of human military evolution--and a ragtag group of marines flee to a distant uncharted system where you unexpectedly stumble across halo an enormous alien artifact in orbit between a gas giant and its moon your objective: uncover halo's horrible secret and destroy mankind's nemesis - the covenant [microsoft],7.7,Sep 30 2003,mofficial site: http://www.microsoft.com/games/halo/ gearbox software action shooter shooter first-person sci-fi sci-fi arcadenumber of players: 1-16 playersesrb descriptors: blood and gore violencesound: dolby digital 5.1connectivity: local area network onlinespecial controllers: keyboard keyboard mouse mouseonline modes: competitive team oriented
CLANNAD,83,after the death of his mother tomoya okazaki—a guarded delinquent student at hikarizaka high school—struggles to not only make sense of the abusive relationship he has with his alcoholic father but also find meaning in his life while on his way to class one morning he meets a mystifying girl named nagisa she is a delinquent like him but only because she is repeating her senior year unlike the perpetually tardy okazaki from their brief encounter nagisa decides they should be friends and enlists tomoya's help to revive the school drama club not being busy in any way he decides to join in along the way the two make friends with many other students and try to find both solace and belonging in their endeavors,8.7,Nov 23 2015, visual arts general adventure visual novel no online multiplayer
FINAL FANTASY X / X-2 HD REMASTER,83,two of the most celebrated rpgs of their generation - now in beautiful high definition! over 200 hours of gameplay including the international version content never before released in north america relive the fateful journey with fully remastered hd visuals and rearranged music,8.1,May 12 2016,tofficial site: http://www.finalfantasyxhd.com/ square enix miscellaneous compilation no online multiplayer
MONOLITH (2017),83,monolith is a top down action shooter with procedurally generated elements explore a large abandoned facility in search of incredible power fighting dangerous foes and gaining new weapons and upgrades as you progress,8.4,Jun 7 2017, team d-13 action shooter shoot-'em-up top-down no online multiplayer
GALACTIC CIVILIZATIONS III: INTRIGUE,83,choose your government establish commonwealths and lead your people through major crises politics are here on a galactic scale in galactic civilizations iii: intrigue choose how best to rule your galaxy by establishing a government buy and sell rare resources using the new galactic market put your colonies on the path to independence with a commonwealth and more! intrigue answers the big questions about governing an entire civilization across hundreds of planets and an enormous galaxy you’ll need to keep your approval rating high among your people in order to maintain control of the government tax the people too much or make too many bad decisions and you’ll be sure to lose the next election how you react during one of several crises events can also turn the tides of your people’s favor - for better or for worse,6.3,Apr 11 2018, stardock strategy turn-based 4x
VALKYRIA CHRONICLES 4,83,a continent engulfed in the bitter flames of war commander claude wallace and his childhood friends set out to fight in a desperate war but bone-chilling blizzards waves of imperial soldiers and the godlike powers of the valkyria stand between them and victory,8.2,Sep 25 2018,t sega strategy turn-based tactics no online multiplayer
REVENTURE,83,the one and only non-linear adventure with 100 different endings,7.0,Jun 4 2019, pixelatto action action adventure platformer open-world 2d no online multiplayer
HELLBLADE: SENUA'S SACRIFICE,83,an independent game from ninja theory - makers of heavenly sword enslaved: odyssey to the west & dmc: devil may cry hellblade: senua's sacrifice takes you on a journey into savage viking heartland with senua a celtic warrior struggling with trauma & psychosis,8.1,Aug 7 2017,m ninja theory action adventure general no online multiplayer
GALACTIC CIVILIZATIONS,83,galactic civilizations is a space-based strategy game in which the player becomes the leader of the human civilization at the dawn of the 23rd century the galaxy has 6 major civilizations including humans and a race is on to colonize conquer and dominate the galaxy using whatever means necessary those means include using military technological economic or political might to become a major power in the galaxy players must research new technologies colonize and defend planets build social improvements build a fleet fight wars win elections and gain influence in the united planets security council [strategy first],7.7,Mar 26 2003,e stardock strategy turn-based sci-fi sci-fi 4xnumber of players: 1 playeresrb descriptors: mild violence no online multiplayer
EVERQUEST: THE SHADOWS OF LUCLIN,83,the satellite of luclin has been discovered and now norrathians can venture to the eerie moonscape this expansion pack is playable by characters of all levels and provides new zones a new race and a new class hundreds of new items spells and creatures to battle in addition to new character models supported by an enhanced 3d engine [sony online entertainment],7.2,Dec 2 2001,t sony online entertainment role-playing massively multiplayer online massively multiplayer fantasynumber of players: massively multiplayer
HOMEWORLD 2,83,combining elements of real-time strategy and space combat homeworld 2 delivers an evolutionary step in gameplay and technology cinematic-quality graphics stunning special effects brilliantly rendered ships and an innovative interface combine to create an immersive 3-d experience [sierra],8.4,Sep 16 2003,t relic strategy real-time sci-fi sci-fi generalnumber of players: 1-6 playersesrb descriptors: violenceconnectivity: local area network onlineonline modes: competitive team oriented
SILENT STORM,83,silent storm is a true 3d tactical turn-based role-playing-game set against the backdrop of wwii as the conflict rages on the frontlines you?ll be leading a small multinational squad behind enemy lines to gather information and wreak havoc on your enemies while trying to thwart a mysterious new rising power whose plans are even more horrific than anything the world has yet witnessed silent storm is fully rendered in breathtaking 3d ? and includes fully destructible environments realistic weaponry and unlimited tactical possibilities turn-based gaming has never looked this good! choose your squad from over 40 operatives of 30 different nationalities each with a unique background and mix of specialties and skills [encore/jowood],8.7,Jan 20 2004,t nival interactive strategy turn-based historic historic tacticsnumber of players: 1 playeresrb descriptors: blood violence no online multiplayercopy protection: starforce protection
XTREME AIR RACING,83,"a highly detailed recreation of the ""worlds fastest motorsport"" accurate representations of the airplanes raced annually at reno nevada together with realistic 3d terrain graphics combine to provide the ultimate high speed racing experience imagine flying fifty feet above the ground in supercharged nitrous burning monsters with over 3000 horsepower at your fingertips racing around pylons 50 feet off the ground imagine flying so low that your prop scrapes the sagebrush while surrounded by seven hungry competitors and you can begin to feel why the pilots who race at reno call it the ""world's greatest adrenaline rush!"" [victory simulations]",5.9,Sep 14 2002,e egames simulation flight civilian plane civilian planenumber of players: 1-8 playersesrb descriptors: violence
COMMAND & CONQUER: GENERALS - ZERO HOUR,83,prepare to unleash the absolute latest in modern weapons technology against the world?s most powerful generals in command & conquer generals zero hour in the next era of military strategy and might you?ll need to command a more technologically advanced arsenal to defeat new more powerful enemies the first expansion pack for the critically acclaimed command & conquer generals challenges players to square off against the world?s most elite commanders for battlefield domination even the most experienced c&c generals veteran must learn new strategies and tactics to take full advantage of -- and learn to defend against -- the next generation of the world?s most lethal weapons with new units structures and upgrades as well as the all-new generals challenge mode zero hour delivers all the firepower you?ll need in your quest to become the ultimate modern warfare general [electronic arts],8.9,Sep 22 2003,t ea la strategy real-time modern general modernesrb descriptors: violence
ORCS MUST DIE!,83,with a wide variety of traps and weapons to choose from orcs must die! dares players to find the best ways to hack launch flatten gibletize and incinerate an endless army of filthy orcs and their vile allies orcs must die! features a vibrant look addictive gameplay and a blatant disregard for the welfare of orcs,8.0,Oct 11 2011,tofficial site: http://www.orcsmustdie.com/ robot entertainment action strategy general real-time general defenseesrb descriptors: blood and gore violence no online multiplayer
LIFE IS STRANGE,83,life is strange is a hand drawn work of art and every action enacts a butterfly effect - but with the power to rewind time what would you change? and would it turn out to be a change for the better or worse?,8.6,Oct 20 2015,m dontnod entertainment action adventure sci-fi general no online multiplayer
FABLE: THE LOST CHAPTERS,83,"fable: the lost chapters is fully optimized for the windows platform complete with expanded content greater customization new quests and enhanced graphics your every action determines your character's skills appearance and morality your character's life story is created from childhood through to adulthood and on to old age grow from an inexperienced child into the most powerful being in the world spoken of by all and immortalized in legend as additional story and side quests await choose the path of righteousness or dedicate your life to evil and see yourself transform into a reflection of your actions and decisions age leaves you wizened and battle leaves you scarred as you explore the world of albion and the plethora of expanded and enhanced content with experience comes advancement and physical change whether it be expanding muscles a keen eye and nimble form or the buzz of magical energies around your finger tips as you develop your alter ego the world reacts to you and your actions people comment on your successes and failures your appearance and your behavior fable: the lost chapters offers windows gamers even more character customization choices that will impact your appearance the denizens of albion's many opinions are expressed through applause mockery trepidation panic and even flirtation if they feel so inclined each person you aid each flower you crush each creature you slay will change this world forever in fable: the lost chapters gamers decide: ""who will i be?"" [microsoft]",8.6,Sep 20 2005,mofficial site: http://www.lionhead.com/fabletlc/ lionhead studios role-playing action rpg action rpgnumber of players: 1 playeresrb descriptors: blood mature sexual themes strong language violence no online multiplayer
FOUR LAST THINGS,83,four last things is a point-and-click adventure game made from renaissance-era paintings and public domain recordings of classical music it is about sin and the four last things – death judgement heaven and hell – and strives to be intelligent and ridiculous in equal measures,8.5,Feb 23 2017, joe richardson adventure point-and-click no online multiplayer
WHAT THE GOLF?,83,the golf game for people who hate golf! a silly physics-based golf parody where every golf course is a new surprising type of golf some brilliant or hilarious others so absurd they will make you go: what the golf? golf a house a horse or car! features: - more surprising new golf mechanics than you can imagine - epic golf boss fights - made by people who know nothing about golf - first (and hopefully the last) game that let you golf a horse - will not make you a better golf player - surprises!,7.8,Sep 19 2019,e10+ triband sports individual golf arcade no online multiplayer
CALL OF DUTY: BLACK OPS 4,83,black ops returns - in your face featuring gritty grounded fluid multiplayer combat a massive zombies offering with 3 full undead adventures at launch and blackout where the universe of black ops comes to life in one huge battle royale experience featuring the largest map in call of duty history signature black ops combat characters locations and weapons from the entire black ops series soldier up for all-out combat – tailor made for the black ops community [treyarch],3.1,Oct 12 2018,m treyarch action shooter first-person tactical up to more than 64 players
DEUS EX: MANKIND DIVIDED,83,the action of deus ex: mankind divided takes place in 2029 a couple of years after the events of human revolution and the infamous ‘aug incident’ in panchaea that resulted in the deaths of millions at the hands of those who had installed augmentations this event has caused a massive divide between those who have augmentations and those who don't amidst this emotional turmoil are various factions aiming to manipulate the public by twisting public opinion of augmentation to advance their own agenda and hide the truth of what really occurred,6.8,Aug 23 2016,m eidos montreal nixxes software action adventure general no online multiplayer
BLEED 2,83,bleed 2 is a relentless arcade action game featuring air-dodging bullet-reflecting and tons of bosses,7.1,Feb 8 2017, bootdiskrevolution action platformer 2d
PARKITECT,83,parkitect is a business simulation game that charges you with the construction and management of theme parks,9.2,Nov 29 2018, texel raptor strategy management business / tycoon
UNREAL TOURNAMENT III,83,players assume the role of a futuristic warrior engaged in contests of intense shooting battles against skilled opponents controlled either by human contestants online or by ai these contests are fought with the most powerful sci-fi weapons and vehiclesunparalleled graphical and physical realism from the latest unreal engine 3 technology delivers the most compelling first person shooter experience to-dateonline and offline the weaponry is bigger and badder than ever destroy your opponent from a distance with the ever popular link gun or blast away at close range with the bio rifle battle against lightening fast ai in the deeper and richer single player tournament mode expanded onslaught game type features two complete sets of high-tech vehicles including the massive leviathan the terrifying darkwalker and a completely new way to get into the actionthe hoverboard fight side-by-side with or compete against new and returning characters from the ut franchise all with enhanced abilities extremely detailed looks and distinct personalities enhanced popular game types including: deathmatch team deathmatch capture the flag and instagib ctf and more unreal tournament 2007 provides seamless loading on servers in addition to improved matchmaking for more evenly matched competitors bundled with the award-winning unreal engine 3 toolset build your own levels gametypes and more or download the latest mods from the massive unreal community [midway],8.0,Nov 19 2007,mofficial site: http://www.unrealtournament3.com/ epic games action shooter shooter first-person sci-fi sci-fi arcadenumber of players: 1-32 playersesrb descriptors: blood and gore intense violence strong languageonline modes: competitive cooperative 32 players online
THIS WAR OF MINE,83,in this war of mine the focus is shifted away from military operations portrayed in most games instead it is a dark survival game where players control a gaggle of civilians attempting to stay alive in a besieged city during the day snipers outside stop you from leaving your refuge offering players time to craft trade upgrade their shelter feed and cure their people at night they must scavenge nearby areas in search for food medicines weapons and other useful items,8.3,Nov 14 2014,official site: http://www.thiswarofmine.com/ 11 bit studios action strategy real-time general no online multiplayer
DEVIL DAGGERS,83,devil daggers is a fast-paced shooter that places you in an abyssal arena to face endless legions of demons armed with versatile magic daggers and a fluid movment system fight to survive as long as you can,7.2,Feb 18 2016, sorath action shooter first-person arcade no online multiplayer
DON'T STARVE TOGETHER,83,don't starve together is a standalone multiplayer expansion of the uncompromising survival game don't starve,8.2,Apr 21 2016, klei entertainment fantasy action adventure general sandbox
THE LORD OF THE RINGS ONLINE: SIEGE OF MIRKWOOD,83,"the epic conclusion to volume ii: mines of moria - under the command of celeborn and galadriel players fight through vast armies of orcs alongside the elves of lórien in a battle that will take them to dol guldur the fortress of the ringwraiths this update includes book 9 and the epilogue to the sweeping epic tale begun with the award-winning mines of moria expansion increased level cap - players are able advance their characters up to level 65 gaining access to new traits virtues skills and class quests answer the call of war! - jump into the heat of battle with the new skirmishes feature skirmishes offer endless action in repeatable randomized instances where players can create and lead customizable soldiers into battle training them to greater skill as they earn victories against the forces of shadow answer the call of war wherever violence erupts with the new ""world join"" function that lets players and their fellowships band together to fight in various locations throughout middle-earth take up arms! infiltrate the dark jails deadly arenas and savage stables of dol guldur the fortress of the ringwraiths and strike a blow against sauron’s forces in new 3 and 6-player instances call upon your fellows to adventure into the most deadly 12-player raid yet and face the ultimate challenge - the nazgûl lord! major gameplay enhancements - turbine continues to improve the award-winning experience of lotro with major improvements to the combat and legendary items systems players will experience improved responsiveness when in the heat of battle players will also be able to create and craft their own customized second and third age legendary items from raw materials and grow their weapons’ power to level 60 achieve new legacies new titles and a fourth runic slot that will make legendary items even more unique and powerful [turbine]",7.1,Dec 1 2009,t turbine inc. role-playing massively multiplayer online massively multiplayer fantasy fantasyesrb descriptors: blood and gore use of alcohol and tobacco violence
THE BLACKWELL EPIPHANY,83,a dead man’s soul cries out against the force of a ferocious blizzard he cries for help he cries for answers then he screams as he is torn apart like damp tissue paper this wasn’t the first time and it won’t be the last the police are powerless to stop it so the duty falls to the only ones who can what force could be so powerful – and so malevolent – that it would destroy the very core of a life in order to get what it wants? rosa blackwell and joey mallone mean to find out even if it means risking themselves in the process,7.7,Apr 24 2014, wadjet eye games general general adventure point-and-click
THE ELDER SCROLLS ONLINE: SUMMERSET,83,the elder scrolls online: summerset is the next chapter of zenimax online studios' award-winning online rpg the elder scrolls online (eso) this new adventure in the eso saga will send adventurers and their friends to the summerset isle to visit and explore the ancestral home of the high elves for the first time since 1994's the elder scrolls: arena players will also be able to explore the island of artaeum home to the mysterious psijic order a group of sages that predate the mages guild tamriel's fate hangs in the balance and the heroes of eso are called upon to save the world once more this year's chapter introduces an enormous and stunning new zone unlike any other a fresh skill line with new magical powers to master an expanded crafting system to forge powerful gear and the continuation of the epic and award-winning eso story with more than 30 hours of new story content to experience the elder scrolls online: summerset expands the elder scrolls online in exciting and innovative ways offering incredible adventures for both eso veterans and those new to the game,6.2,May 21 2018,m zenimax media role-playing massively multiplayer massively multiplayer
OUT OF THE PARK BASEBALL 10,83,"out of the park baseball 10 (""ootp 10"") the latest in the award-winning series is the most immersive realistic and customizable baseball management simulation game on the market today ootp 10 provides what fantasy baseballers truly desire - the ability to control every aspect of a baseball team with online or solo play real major league rosters historical simulations and purely fictional leagues ootp 10 has all of the bases covered! [out of the park developments]",7.6,Jun 2 2009,official site: http://www.ootpdevelopments.com/ootp10/ out of the park developments sports traditional baseball management
ONE FINGER DEATH PUNCH 2,83,the world's fastest brawler is back experience cinematic kung-fu in the most epic stickman fighter ever made staying true to the original you play with only two buttons every press matters do not button mash!,8.1,Apr 15 2019, silver dollar games action general no online multiplayer
TOMB RAIDER: ANNIVERSARY,83,"inspired by the first tomb raider videogame originally released in 1996 lara croft tomb raider: anniversary is a totally new 2006 adventure for lara faithfully preserving the elements which made the original tomb raider such a classic using an enhanced ""tomb raider legend"" game engine the graphics technology and physics bring lara's adventure and pursuit of a mystical artefact known only as the scion up to today’s technology standards and offer gamers a completely new gameplay experience the puzzles are now more in depth and incorporate environmental interaction and physics driven solutions the level design and flow of gameplay are inspired by the original videogame making lara croft tomb raider: anniversary a brand new experience in gaming while still invoking the nostalgia of the first adventure in tomb raiding [eidos interactive]",8.0,Jun 5 2007,tofficial site: http://www.tombraider.com/anniversary/ nixxes software action adventure modern modern linearnumber of players: 1 playeresrb descriptors: mild suggestive themes violence no online multiplayer
FROZEN SYNAPSE PRIME,83,assume the role of tactics leading a rebel faction to overthrow a powerful corporation controlling the virtual city of markov geist control an elite strike team of futuristic soldiers; plot paths and issue orders to your units test your plans and predict your opponent in each turn,6.8,Nov 14 2014, double eleven sci-fi modern strategy turn-based tactics
MUV-LUV ALTERNATIVE,83,playtime’s over time for despair experience the definitive version of a masterpiece in the muv-luv trilogy’s thrilling conclusion note: therapy not included,8.3,Sep 18 2017, age adventure visual novel no online multiplayer
THE FOREST,83,as the lone survivor of a passenger jet crash you find yourself in a mysterious forest battling to stay alive against a society of cannibalistic mutants build explore survive in this terrifying first person survival horror simulator,7.3,Apr 30 2018,official site: http://survivetheforest.com/ sks games horror horror action adventure survivalspecial controllers: htc vive oculus rift htc vive oculus rift valve index 2 players
NEED FOR SPEED: SHIFT,83,need for speed shift brings a true driver's experience to some of the world's most iconic racing tracks including the storied brand's hatch in the uk the game also features the largest roster of high-performance cars in need for speed history including race cars such as the pagani zonda f porsche 911 gt2 and lotus elise players are thrust into the loud intense and athletic experience of racing a car from the driver's perspective through the combination of perception based g-forces the hyper reality of the cockpit view and the all-new brutally disorienting crash dynamic need for speed shift features an accurate accessible physics-based driving model that allows you to feel every impact every change of track surface and every last bit of grip as you push yourself to the edge [electronic arts],5.8,Sep 15 2009,eofficial site: http://www.needforspeed.com/portal/site/nfs/ slightly mad studios driving racing simulation gt / street gt / street automobileesrb descriptors: mild violence
HEARTS OF IRON II,83,hearts of iron ii is the sequel to the most appreciated world war ii pc game of true grand strategic scope! as in its forbear the map spans the entire world and allows you to play one of over 130 countries during the years of world war ii hearts of iron ii is a dream come true for every armchair general and forces the player to choose sides when democracy communism and fascism clash in the battles that changed history [paradox],8.5,Jan 4 2005,e paradox development studio strategy real-time military general militarynumber of players: 1-32 playersesrb descriptors: violenceoffline modes: cooperativeconnectivity: local area network onlineonline modes: cooperative 32 players online
DANGANRONPA 2: GOODBYE DESPAIR,83,jabberwock island-once a popular tourist destination you and your classmates at hope's peak academy have been brought to this island by your teacher everyone seems to be having fununtil monokuma returns and restarts his murderous game! trapped on this island of mutual killing your only hope rests in solving the islands mysteries,8.9,Apr 18 2016, spike chunsoft adventure visual novel no online multiplayer
FIFA SOCCER 11,83,ea returns to the field with another installment in its long-running soccer series,7.7,Sep 28 2010,eofficial site: http://fifa.easports.com ea sports sports traditional team soccer sim sim
PROJECT CARS,83,create a driver pick from a variety of motorsports and shift into high gear to chase a number of historic goals and ultimate recognition in the hall of fame then test your skills online either in competitive fully-loaded race weekends leaderboard-based time challenges or continually-updated community events,7.1,May 6 2015,eofficial site: http://www.wmdportal.com/ slightly mad studios driving general racing simulation general automobilespecial controllers: htc vive htc vive oculus rift htc vive oculus rift valve index
HITMAN - EPISODE 6: HOKKAIDO,83,the season finale for hitman season one features a mission called “situs inversus” and is the culmination of everything players will have learnt in terms of both gameplay and story the hokkaido location is set within the grounds of the hyper-exclusive gama private hospital and resort this secluded facility is a fusion of japanese beauty and cutting-edge technology featuring its own zen gardens organic sushi restaurant and traditional japanese hot spring agent 47 must locate two targets in this climactic season finale,7.3,Oct 31 2016, io interactive action adventure general
TOTAL WAR: WARHAMMER II - CURSE OF THE VAMPIRE COAST,83,night falls on lustria as you stand on the dock and peer seawards through the gathering mists strain your ears the jungle sounds behind you fade and in their place comes a wet thudding as of rotten rigging against a mouldy mast the sound multiplies and with it the groan of a thousand breathless voices joined in something part-shanty part-dirge dread prows pierce the gloom ahead and the ghastly truth is laid bare: upon the ghoul-winds come the swollen hulks and decaying vessels of the vampire coast! run now – run hard and fast for it is all you can do,7.6,Nov 8 2018, creative assembly strategy real-time tactics
AGE OF EMPIRES,83,"age of empires is an epic real-time strategy game spanning 10000 years in which players are the guiding spirit in the evolution of small stone age tribes starting with minimal resources players are challenged to build their tribes into great civilizations gamers can choose from one of several ways to win the game including: world domination by conquering enemy civilizations exploration of the known world and economic victory through the accumulation of wealth age of empires was developed by ensemble studios and features the expertise of bruce shelley co-designer of the hit strategy game ""civilization"" [microsoft]",8.7,Sep 30 1997,t ensemble studios strategy real-time historic historic commandnumber of players: 1-8 playersesrb descriptors: animated blood animated violence
ICEWIND DALE II,83,the worst fear of the civilized realms has come true the goblinoids have united into an army of outcasts and misfits and they want to call the ten towns their own massive swarms of orcs and worg-mounted goblins are attempting to overrun the town of targos and that's just the beginning! a call has gone out to all those willing to face insurmountable odds in defense of the ten towns will you heed the call to arms and face the greatest threat to the spine of the world? [interplay],8.3,Aug 26 2002,t black isle studios role-playing pc-style rpg pc-style rpg western-styleesrb descriptors: blood mild language use of alcohol
FIFA SOCCER 2003,83,the world of soccer: play with all the best clubs players and national teams powerhouse detail: the club championship highlights the top 18 club teams with intense detail including team-specific stadiums and chants total ball control: use your feet and head to control the ball like never before new set pieces: use free kicks and corner kicks to set up a shot or even score directly game-changing ai: computer opponents will adopt tactics based on the real game situations [ea games],6.9,Nov 2 2002,e ea canada sports traditional team soccer sim simnumber of players: 1-16 playerslicense: major league sport
WINGS OF POWER: WWII HEAVY BOMBERS AND JETS,83,shockwave productions is using their critically acclaimed skill to dominate the civil aviation sim world with wings of power for microsoft flight simulator 2004 wings of power raises the bar once again by adding seven meticulously created aircraft visuals and missions to microsoft's latest and greatest flight simulator gorgeously constructed aircraft inside and out down to the last rivet fully clickable cockpits with authentic working gauges 3d cockpits so real they look just like their 2d rendered counterparts the latest wind-tunnel technology helps to create for the most authentic fluid flying qualities including complex spins and stalls enhanced lighting visual effects fly the famous heavy bombers of wwii and the ingenious german jet technology that opposed them manual including rare data and the real operation of these amazing aircraft [shockwave],tbd,Sep 13 2004, shockwave productions simulation flight wwii combatnumber of players: 1 player
EVERQUEST II: ECHOES OF FAYDWER,83,echoes of faydwer is the fourth expansion pack for everquest ii and the first eqii expansion pack with content for beginners to high-level players (levels 1 – 70) this expansion introduces a new playable race the fae an enchanted race of winged creatures the fae dwell on the continent of faydwer in the arboreal city of kelethin the new starting city being added to new chapter in the eqii saga echoes of faydwer includes over 350 new quests a new selection of profession hats cloaks armor and new horse mounts available to players of all levels eqii players will encounter over 40 new types of creatures to face more than 20 new zones and adventure areas and will be able to compete against other players for new pvp (player vs player) rewards plus all-new items equipment spells and tradeskill recipes the achievement system introduced in the kingdom of sky expansion has been enhanced to include additional sub-class abilities allowing players to further customize their characters' abilities [soe],8.6,Nov 13 2006,tofficial site: http://everquest2.station.sony.com/expansions/echoesoffaydwer/ sony online entertainment role-playing massively multiplayer online massively multiplayer fantasy fantasynumber of players: massively multiplayeresrb descriptors: suggestive themes use of alcohol violence massively multiplayer
NAKED WAR,83,naked war is a light hearted turn-based battle game for two players played on windows pcs over email its a community messaging game each game is played on an island where two squads of up to four soldiers battle each other for supremacy the player takes the role of a military officer issuing strategic commandings to his / her squad then watching the resulting battle unfold games are started by players sending out challenges to anybody they know - either exisiting naked war players in their in-game address book or real life friends or acquiantences via their email address list each player takes it in turn to plan the movement of their four units each unit is allowed up to seven 'moves' per turn and can move attack enter buildings drive tanks and other vehicles or use items etc each move once the player has set up all the moves for their four units he / she clicks the send button which sends an email to their opponent containing this turn (in the form of an attached file) then plays back the turn on their pc showing both players the results of the planned moves when a player receives a turn in their email inbox they simply double click the attachment to launch naked war which plays back the turn received then allows the player to set up their own turn in reply each soldier in the game starts with a 'doofer' but looses it to their attacker if the damage inflicted is great enough to 'demob' the soldier losing their uniform and making them naked! the aim of the game is for one team to defeat the other by gaining control of all the doofers and the winner is declared at the end of the turn where the last doofer changes hands each turn is played offline at whatever time is convenient to the player there is no need for both players to be on-line at the same time or playing at the same time turns can be replied to instantly during lunchtime or at the end of the day or they can wait in your inbox for days until the you are ready to respond the average turns take only a few minutes to set up and play back and a game can take anything from as little as 10 turns up to 50 or more before there is a winner depending on the complexity of the map and the relative skill of the players involved [the pickford brothers],tbd,Oct 10 2006,official site: http://www.zee-3.com/nakedwar/ the pickford brothers strategy turn-based general general
EVERQUEST II,83,everquest ii is a parallel online universe to the hugely successful gaming phenomenon everquest featuring breathtaking graphics and a vast beautiful game world to explore everquest ii sets new standards in graphical realism as players are immersed in the game's epic storyline with thousands of other players online massive world of norrath -- regions cities countless dungeons and dynamically created zones easy to play -- new user friendly game mechanics with reduced learning curve for both new and seasoned players 16 races 100 levels and 48 classes -- branching systems allow you to choose your class as you advance existing everquest player incentives -- exclusive crossover quest zones chat system and more! [sony online entertainment],7.3,Nov 8 2004,tofficial site: http://everquest2.com/ sony online entertainment role-playing massively multiplayer online massively multiplayer fantasy fantasynumber of players: massively multiplayeresrb descriptors: suggestive themes use of alcohol violenceoffline modes: competitive cooperativeconnectivity: onlineonline modes: competitive cooperativecustomization: downloadable content
TERRARIA,83,terraria offers players a chance to be an action gamer master builder a collector and even an explorer,8.7,May 16 2011,tofficial site: http://www.terraria.org/ re-logic action action adventure platformer platformer sandbox 2d 2d up to 8 players
FINAL FANTASY XIV ONLINE: A REALM REBORN,83,"previously referenced as ""version 20"" this title has been rebuilt from the ground up and centers on the core concept of rebirth featuring a new world to explore and storyline to experience",7.2,Aug 27 2013,tofficial site: http://www.finalfantasyxiv.com/ square enix role-playing massively multiplayer online massively multiplayer fantasy fantasy massively multiplayer
DESTINY 2,83,in destiny 2 the last safe city on earth has fallen and lays in ruins occupied by a powerful new enemy and his elite army the red legion every player creates his own character called a “guardian” humanity’s chosen protectors as a guardian in destiny 2 players must master new abilities and weapons to reunite the city’s forces stand together and fight back to reclaim their home in destiny 2 players embark on a fresh story filled with new destinations around our solar system to explore and an expansive amount of activities to discover there is something for almost every type of gamer in destiny 2 including gameplay for solo cooperative and competitive players set within a vast evolving and exciting universe [bungie],4.2,Oct 24 2017,t bungie software bungie action shooter first-person arcade up to 16 players
CARD HUNTER (2013),83,card hunter is is an innovative new take on strategy gaming that lets its developers flex their turn-based gaming muscles in a way that they never could have as part of a bigger outfit,7.7,Sep 12 2013,official site: http://www.cardhunter.com/ blue manchu strategy general
SAM & MAX: THE DEVIL'S PLAYHOUSE - EPISODE 2: THE TOMB OF SAMMUN-MAK,83,the new season sam & max: the devil's playhouse is the biggest strangest and most epic to date as the saga begins an otherworldy power for controlling matter and space calls to the strongest and strangest who might wield it - intergalactic warlords and eldritch gods under-dwellers and scholars of the arcane gaming's greatest dog and rabbit sleuths sam & max seek the power's ancient secrets as max gains shape shifting teleportation mind reading and future vision abilities for battling these foes the saga plays out in a surreal 5 month-long symphony of mayhem that gets deeper and more twisted with each episode [telltale games],7.5,May 18 2010,tofficial site: http://www.telltalegames.com/samandmax/thedevilsplayhouse telltale games miscellaneous adventure general 3d compilation third-personesrb descriptors: comic mischief drug reference mild blood mild language mild suggestive themes no online multiplayer
COMBAT FLIGHT SIMULATOR 2: WWII PACIFIC THEATER,83,takes you back in time with authentic aircraft detailed cockpits and spectacular scenery moving canopies folding wings battle-scarred paint realistic aircraft damage and last-second bailouts immerse you in a new level of combat flight simulation [microsoft],7.0,Oct 13 2000,e microsoft game studios simulation flight wwii wwii combatnumber of players: 1-16 playersesrb descriptors: animated violence
COLIN MCRAE RALLY 2.0,83,if you can work your way around its shortcomings you'll find that colin mcrae rally 20 is one of the most engrossing racing sims available,8.5,Feb 13 2001,e codemasters driving racing simulation rally / offroad rally / offroad automobilenumber of players: 1-8 players
