Title,Meta_score,Summary,User_score,GamesRelease,Descrition
FINAL FANTASY XIV: HEAVENSWARD,86,the to-this-point sealed gates to ishgard open to the citizens of eorzea as the dragonsong war deteriorates this bloody thousand-year skirmish between the dragoons of ishgard and the sentient dragons of dravania invites the support of new adventurers to bring to a halt to the conflict heavensward expands the playable area of the game into additional areas of eorzea beyond the coerthas central highlands and in to the skies above the sea of clouds and the floating landmasses therein,8.3,Jun 23 2015,t square enix massively multiplayer online fantasy role-playing massively multiplayer massively multiplayer
FINAL FANTASY XIV ONLINE: A REALM REBORN,86,take part in an ever-changing final fantasy as you adventure and explore with friends from around the world experience all the hallmarks of the franchise - airships chocobos moogles and more,7.3,Apr 14 2014,tofficial site: http://www.finalfantasyxiv.com/ square enix fantasy role-playing massively multiplayer online massively multiplayer fantasy massively multiplayer up to 64 players
DRAGON QUEST XI: ECHOES OF AN ELUSIVE AGE,86,dragon quest xi: echoes of an elusive age tells a captivating tale of a hunted hero and is the long-awaited role-playing game from series creator yuji horii character designer akira toriyama and composer koichi sugiyama while it is the eleventh mainline entry in the critically acclaimed series dragon quest xi is a completely standalone experience that features entirely new characters a beautifully detailed world finely tuned turn-based combat and an immersive story that promises to appeal to longtime fans and franchise newcomers alike,8.7,Sep 4 2018,t square enix role-playing japanese-style no online multiplayer
DESTINY: THE TAKEN KING,86,to battle the darkness and the taken army players get brand new subclasses with new supers warlocks now harness the power of an electric storm hunters carve a bow formed from gravitational void energy and titans summon a flaming hammer that can sear their adversaries from a range or deliver a devastating melee impact,6.2,Sep 15 2015,t bungie action shooter first-person arcade
GUILTY GEAR XRD: REV 2,86,guilty gear xrd rev 2 includes all previously released dlc from -revelator- as well as new fighters modes moves story chapters and more it's never been a better time to be a 25d brawler in the post apocalypse hone your skills with an eclectic cast of 25 insane fighters and prove your mettle as the ultimate fighting master,8.1,May 26 2017,t arc system works action fighting 2d up to 8 players
OLLIOLLI2: WELCOME TO OLLIWOOD,86,olliolli2: welcome to olliwood plucks the iconic skater from the street and dropping him squarely in the middle of the big screen’s most bodacious cinematic locations,6.5,Mar 3 2015,tofficial site: http://www.roll7.co.uk/#!olliolli2/ccko roll7 sports alternative individual skateboarding skate / skateboard
RESOGUN: HEROES,86,in demolition take the fight to avernus at night armed only with a proximity bomb that recharges after each use no other weapons boost or overdrive here what you do have is the wrecking ball when it’s caught in the explosion of your proximity bomb it will fly off around avernus destroying everything it hits… including you,7.3,Jun 24 2014,e10+ housemarque action shooter scrolling shoot-'em-up horizontal
HITMAN 3,86,death awaits hitman 3 is the dramatic conclusion to the world of assassination trilogy and takes players around the world on a globetrotting adventure to sprawling sandbox locations agent 47 returns as a ruthless professional for the most important contracts of his entire career supported by his agency handler diana burnwood 47 joins forces with his long-lost friend lucas grey their ultimate mission is to eliminate the partners of providence but they are forced to adapt as their hunt intensifies when the dust settles 47 and the world he inhabits will never be the same again top of the world every mission location in hitman 3 is meticulously detailed and packed full of creative opportunities players will have unrivalled freedom to complete their objectives and the game world will react to everything they do a platform of assassination the world of assassination trilogy is fully realised with hitman 3 as the ultimate place to play all three games players of previous hitman games will be pleased to know that it will be possible to 'import' locations that they own from the previous two hitman games into hitman 3 essentially putting all 20+ locations from the entire trilogy in one place playing the entire trilogy from beginning to end from within hitman 3 also means that the progression systems in hitman 3 work across all locations you can unlock an item in dubai and take it with you to paris for example hitman 2 players will have the option to carry over their hard-earned unlocks and progression into hitman 3,7.6,Jan 20 2021,m io interactive action adventure generalspecial controllers: playstation vr compatible no online multiplayer
DIRT RALLY,85,dirt rally features 39 of the most iconic and relevant cars from yesteryear through to modern day representing the cars that the players want and the ones that make the most sense for the surfaces they race on six rallies with over 70 stages head to the muddy paths of wales the dusty trails of greece and the icy tarmac of monte carlo take on the legendary hillclimb of pikes peak the snowy thrills of sweden and the epic scenery of finland dirt rally has the iconic locations to test your nerve and delight your senses race at the lydden hill holjes and hell tracks in six of the fastest off-road cars and take on your friends in bumper-to-bumper multiplayer racing,7.9,Apr 5 2016,e codemasters racing simulation automobile up to 8 players
CRYPT OF THE NECRODANCER,85,crypt of the necrodancer is a hardcore rhythm-based roguelike game can you survive this deadly dungeon of dance slay the necrodancer and recapture your still beating heart? or will you be a slave to the rhythm for all eternity? players must move on the beat to navigate procedurally generated dungeons while battling dancing skeletons zombies dragons and more! groove with the game's epic dance soundtrack or select songs from your own mp3 collection! you can even play with a dance pad to really shake your bones!,6.6,Feb 2 2016,tofficial site: http://necrodancer.com/ brace yourself games role-playing general action rpg
13 SENTINELS: AEGIS RIM,85,a departure from the studio's traditional fantasy style the game takes place in a modern setting punctuated with giant mechs although the world may be bleak vanillaware's signature artistic shine and gorgeous aesthetics will bring the characters and story of 13 sentinels to life,9.0,Sep 22 2020,t vanillaware role-playing action rpg adventure general no online multiplayer
BATTLEFIELD 4,85,battlefield 4 is an action blockbuster that aims for unrivaled destruction fueled by frostbite 3 battlefield 4 allows you to demolish the buildings shielding your enemy you will lead an assault from the back of a gun boat battlefield grants you the freedom to do more and be more while playing to your strengths and carving your own path to victory beyond its hallmark multiplayer battlefield 4 features an intense dramatic character-driven campaign that starts with the evacuation of american vips from shanghai and follows your squad's struggle to find its way home change the landscape in real-time with interactive environments that react to your every move dominate land air and sea with all-new intense water-based vehicular combat,7.1,Nov 12 2013,m ea dice action shooter shooter first-person modern modern arcade up to 64 players
THE OUTER WORLDS,85,the outer worlds is a new single-player first-person sci-fi rpg from obsidian entertainment and private division lost in transit while on a colonist ship bound for the furthest edge of the galaxy you awake decades later only to find yourself in the midst of a deep conspiracy threatening to destroy the halcyon colony as you explore the furthest reaches of space and encounter various factions all vying for power the character you decide to become will determine how this player-driven story unfolds in the corporate equation for the colony you are the unplanned variable,7.9,Oct 25 2019,m obsidian entertainment role-playing western-style no online multiplayer
PILLARS OF ETERNITY: COMPLETE EDITION,85,pillars of eternity the ultimate role-playing experiences comes to ps4! created by and for role-playing fans by obsidian entertainment and adapted by paradox arctic — together bringing pillars’ fantastical world tactical combat and unforgettable story to you,7.2,Aug 29 2017,m obsidian entertainment paradox arctic role-playing western-style no online multiplayer
DOOM,85,there is no taking cover or stopping to regenerate health in campaign mode as you beat back hell’s raging demon hordes combine your arsenal of futuristic and iconic guns upgrades movement and an advanced melee system to knock-down slash stomp crush and blow apart demons in creative and violent ways in multiplayer dominate your opponents in doom’s signature fast-paced arena-style combat in both classic and all-new game modes annihilate your enemies utilizing your personal blend of skill powerful weapons vertical movement and unique power-ups that allow you to play as a demon doom snapmap is an easy-to-use game and level editor that allows for limitless gameplay experiences on every platform anyone can snap together and customize maps add pre-defined or custom gameplay and edit game logic to create new modes instantly play your creation or make it available to players around the world [id/bethesda],8.4,May 13 2016,m id software sci-fi third-person action shooter first-person arcade up to 12 players
NBA 2K14,85,nba 2k14 promises to raise the bar yet again providing the best basketball gaming experience for legions of sports fans and gamers around the world,6.5,Nov 12 2013,e visual concepts sports traditional team basketball sim sim up to 10 players
HOLLOW KNIGHT: VOIDHEART EDITION,85,descend into the world of hollow knight the award-winning action adventure of insects and heroes explore twisting caverns ancient cities and deadly wastes battle tainted creatures and befriend bizarre bugs,8.8,Sep 25 2018,e10+ team cherry action adventure general no online multiplayer
LIFE IS STRANGE,85,life is strange is a hand drawn work of art and every action enacts a butterfly effect - but with the power to rewind time what would you change? and would it turn out to be a change for the better or worse?,8.6,Oct 20 2015,m dontnod entertainment sci-fi action adventure general no online multiplayer
STEAMWORLD DIG 2,85,the upgrades played a big role in the original dig this time they’re bigger better and and will take you to places you’ve never been before besides carving your way through the earth with your trusty pickaxe you will literally fly through caves with the jet engine and grab faraway treasure with the new hookshot expect even more awesome gear as the game progresses [image & form games],7.1,Sep 26 2017,e10+ image & form action action adventure general platformer 2d
NIOH: BLOODSHED'S END,85,"the siege of osaka is over the bloody sengoku period is nearing its end and so too is william's adventure in this final story expansion for nioh return to japan months after the events of ""defiant honor"" as the country teeters on the verge of war with new allies at his side william must face-off against the last remaining anti-shogunate forces led by yodogimi as she prepares for battle against tokugawa himself conquer new missions wield powerful weapons and gear master two guardian spirits including the mythical nine-tailed fox and end the bloodshed once and for all finally veteran samurai are invited to the abyss a perpetual battleground of the underworld from which only the strongest of warriors can hope to emerge",7.6,Sep 26 2017,m team ninja role-playing action rpg
ROCKET LEAGUE,85,features improved physics faster gameplay and better visuals an all-new season mode with unlockable items multiple arenas and more the return of 2- 3- and 4-player split-screen,8.4,Jul 7 2015,e psyonix panic button racing futuristic sports team soccer arcade up to 8 players
FINAL FANTASY IX,85,the last final fantasy for the playstation final fantasy ix returns to the pure fantasy roots that spawned the series this latest installment features highly detailed characters vehicles and environments and breathtaking cinema-graphics the addition of brand new features such as the story-enhancing active time event system and the return of minigames that grant additional gameplay make final fantasy ix not only a memorable gaming experience but also a significant step forward in the series,8.5,Sep 19 2017,tofficial site: http://na.square-enix.com/games/ffix-gamesite/ squaresoft square enix role-playing japanese-style no online multiplayer
RESOGUN: DEFENDERS,85,the expansion features two new game modes — protector and commando — new ships and all new planets,7.2,Feb 17 2015,e10+ housemarque action shooter shoot-'em-up horizontal
PRO EVOLUTION SOCCER 2017,85,in pes 2017 the 1st touch is calculated by player attributes as well as the further inclusion of real ball physics directly controlled by the input ball touch see how different players control the ball in unique and different ways based on where and how you control them dictating the flow of the game based on how they react to the unpredictable movement of the ball in addition there is more control in how you receive passes and depending on the pass players can visually execute the exact play intended from receiving a pass to sending the ball out again [konami],7.3,Sep 13 2016,e konami sports team soccer sim up to 22 players
DJMAX RESPECT,85,meet the legend of music game again on playstation 4 enjoy variety of legendary djmax classics and also new songs at 'djmax respect',7.9,Mar 6 2018,t rocky studio action rhythm music 2 players
VA-11 HALL-A: CYBERPUNK BARTENDER ACTION,85,assume the role of a bartender at va-11 hall-a affectionately nicknamed ‘valhalla’ although it is just a small bar in downtown glitch city it attracts the most fascinating people this side of dystopia keep your clients lubricated and you will be made privy to the most interesting stories,6.8,May 2 2019,m sukeban games simulation general no online multiplayer
UNTIL YOU FALL,85,from the team behind i expect you to die this arcade-inspired vr hack-and-slash roguelite will force you to find and master your own fighting style for hours of frantic kinetic fun rokar has fallen once a civilization fueled by a magical power called aether the rokari have been destroyed by a calamity of unknown origins now monsters and twisted spirits wander these crystallized ruins as the last remaining rune knight you alone can fight back these horrors with the help of a mysterious runesmith you will forge the weapons needed to complete your campaign are you the champion that rokar needs? prepare for the fight of your life move your arms and body to the synthwave soundtrack as you attack block cast spells and dodge your way deeper into the heart of a neon fantasy world filled with magic-infused monsters equip yourself with a variety of gameplay-altering weapons as you continue to gain strength and strike down the monstrosities that lurk within rokar,7.3,Sep 29 2020, schell games action beat-'em-up 3dspecial controllers: move required playstation vr required playstation vr required playstation vr compatible no online multiplayer
THE JACKBOX PARTY PACK 7,85,five new games: the hit threequel quiplash 3 the collaborative chaos of the devils and the details the fierce drawing game champ’d up the speech game talking points and the guessing game blather 'round use phones or tablets as controllers and play with up to 8 players and an audience of 10000,3.8,Oct 15 2020,t jackbox games inc. miscellaneous party / minigame up to 8 players
YS VIII: LACRIMOSA OF DANA,85,adol awakens shipwrecked and stranded on a cursed island there he and the other shipwrecked passengers he rescues form a village to challenge fearsome beasts and mysterious ruins on the isolated island,8.5,Sep 12 2017,t falcom role-playing action rpg no online multiplayer
NIOH 2,85,master the lethal arts of the samurai as a mysterious half-human half-supernatural yokai warrior in this challenging action rpg sequel explore violent sengoku-era japan and the deadly dark realm both plagued with grotesque merciless demons unsheathe your deadly weapons and cut down all enemies in your path using a revamped combat system and the ability to transform into a full yokai to unleash devastating paranormal powers,7.9,Mar 13 2020,m team ninja role-playing action rpg up to 3 players
BAYONETTA & VANQUISH,85,celebrate the 10th anniversary of two platinumgames cult classics with the bayonetta & vanquish 10th anniversary bundle bayonetta: experience the genesis of the bayonetta series with the cult classic original action-adventure game vanquish: the hit sci-fi shooter returns an overpopulated earth suffocating under limited resources looks to providence the solar-powered space colony for support,8.0,Feb 18 2020,m platinumgames miscellaneous compilation no online multiplayer
YAKUZA 0,85,"the story follows kazuma kiryu as a junior yakuza member who finds himself in a heap of trouble when a simple debt collection goes upside down and his mark ends up murdered meanwhile goro majima is living a ""normal"" life as the proprieter of a cabaret club but is doing whatever it takes to rejoin the yakuza what that entails isn't exactly easy",8.5,Jan 24 2017,m ryu ga gotoku studios action adventure open-world no online multiplayer
MLB THE SHOW 17,85,with expanded missions exclusive rewards and all new live content that responds quickly to real-life baseball events there are more ways to enjoy the diamond dynasty test your deck building skills in all new events which challenge you to build a team based on specific event themes,6.9,Mar 28 2017,e sony interactive entertainment sports team baseball sim online multiplayer
DESTINY 2,85,in destiny 2 the last safe city on earth has fallen and lays in ruins occupied by a powerful new enemy and his elite army the red legion every player creates his own character called a “guardian” humanity’s chosen protectors as a guardian in destiny 2 players must master new abilities and weapons to reunite the city’s forces stand together and fight back to reclaim their home in destiny 2 players embark on a fresh story filled with new destinations around our solar system to explore and an expansive amount of activities to discover there is something for almost every type of gamer in destiny 2 including gameplay for solo cooperative and competitive players set within a vast evolving and exciting universe [bungie],5.0,Sep 6 2017,t bungie action shooter first-person arcade up to 12 players
ASSAULT ANDROID CACTUS,85,assault android cactus is an intense arcade style twin stick shooter - pick from one of nine unique synthetic heroines and blast your way through overwhelming robots hordes to save the ship from its own workforce supports single player and local co-op game modes,6.3,Mar 8 2016,e10+ witch beam general scrolling action shooter shoot-'em-up top-down
SUPER MEGA BASEBALL,85,hammer longballo and a friendly cast of semi-athletic baseball stars invite you to saddle up on the couch with friends for some relaxed solo or co-op play or some fierce relationship-testing competition,7.2,Dec 16 2014,e metalhead software traditional sports team baseball arcade
YAKUZA KIWAMI 2,85,kazuma kiryu thought his tojo clan days were behind him he and his young ward haruka sawamura have built a peaceful life from the ashes of conflict all it took was a single gunshot to shatter that peace yukio terada the fifth chairman of the tojo clan has been assassinated with war on the horizon the legendary dragon of dojima is pulled back into the world he wanted to leave behind,8.3,Aug 28 2018,m sega ryu ga gotoku studios action adventure open-world no online multiplayer
SHANTAE: HALF-GENIE HERO - ULTIMATE EDITION,85,iconic genie shantae is back in her most thrilling adventure yet! the award-winning 2d platforming series levels-up to stunning new heights thanks to an eye-popping new graphical style an infectious soundtrack and incredible new game features transform into different creatures dance through dynamic danger-filled stages complete quests for friends and face-off against awesome screen-filling bosses in an action-packed thrill ride without equal features: * the complete package! -- this ultimate edition contains the award-winning shantae: half-genie hero plus three major expansions - pirate queen's quest dlc friends to the end dlc and costume mode dlc -- all in one bumper package! * day one edition bonuses! -- also includes the essential shantae: half-genie hero artbook and the toe-tapping 30-song risky beats soundtrack cd! * incredible visuals! -- eschewing the series' former pixel art look 2d characters and 3d worlds combine seamlessly in shantae: half-genie hero for the most beautiful platformer yet * peerless adventuring! -- revisit stages with new transformation abilities and morph into a wacky range of creatures (elephants! crabs! mice!) to uncover deeply hidden secrets and unexplored areas * play as the full gang! -- shantae's got company! take control of popular co-stars sky bolo rottytops and even series antagonist risky boots herself and use each character's unique skills to journey through new storylines and scenarios long after shantae's quest is over!,7.5,May 8 2018,t wayforward action platformer 2d no online multiplayer
ROGUE LEGACY,85,each time you die your child will succeed you every child is unique one child might be colorblind another might have tourettes-- they could even be a dwarf that's ok because no one is perfect and you don't have to be perfect to win this game but you do have to be pretty darn good because this game is hard fortunately every time you die all the gold you've collected can be used to upgrade you manor giving your next child a step up in life and another chance at vanquishing evil,7.7,Jul 29 2014,e10+official site: http://steamcommunity.com/sharedfiles/filedetails/?id=136969358 cellar door games action platformer platformer 2d 2dnumber of players: 1 player
WIPEOUT: OMEGA COLLECTION,85,a name synonymous with playstation wipeout is the rapid combat racer that defies gravity and defines generations known for its blistering speed iconic music and pure multiplayer mayhem wipeout has starred on every playstation format since 1995 and is now set to rip through the air on playstation4 and playstation4 pro featuring all the content from wipeout hd fury and 2048 wipeout omega collection packs in 26 reversible circuits 46 unique ships a ton of game modes and some new and classic music tracks its time for wipeout veterans to come out of retirement and new pilots to make their debut,8.0,Jun 6 2017,e10+ sony interactive entertainment racing arcade futuristicspecial controllers: playstation vr compatible up to 8 players
MORTAL KOMBAT XL,85,includes main game and new playable characters alien leatherface triborg and bo'rai cho previously released playable characters include predator jason voorhees tremor tanya and goro also includes new skins pack apocalypse pack and all previously released skins packs,7.7,Mar 1 2016,m netherrealm studios action fighting 2d up to 10 players
GEOMETRY WARS 3: DIMENSIONS,85,over fifty single player levels including adventure and classic arcade modes 3d grids and over ten battle modes including pacifism king and claustrophobia four distinct companion drones such as attack collector ram and snipe co-op and online competitive multiplayer modes,7.4,Nov 25 2014,e lucid games action shooter static shoot-'em-up top-down up to 8 players
MLB THE SHOW 16,85,showtime takes critical in-game road to the show moments and slows them down to give you maximum control make gold glove plays and come through in the clutch with this tool that allows finer more focused user control immersive road to the show – with a curated in-game environment and a revamped training system that includes gameplay perks the show 16 offers a more personalized experience that acknowledges key moments of your career as you travel from a nobody to the hall of fame an improved “topps prospect showcase” includes bowman scout day and a new 20-80 scale scouting report streamlined game logic maximizes the time spent in situations that matter conquest mode – this single-player online experience takes your diamond dynasty team on the road as you travel through north america en route to becoming america's most popular team as you earn fans strategically move them to hold territories or help take over new territories as you attempt to achieve baseball manifest destiny,7.3,Mar 29 2016,e scea san diego studios sports team baseball arcade sim
VALKYRIA CHRONICLES 4,85,a continent engulfed in the bitter flames of war commander claude wallace and his childhood friends set out to fight in a desperate war but bone-chilling blizzards waves of imperial soldiers and the godlike powers of the valkyria stand between them and victory,8.1,Sep 25 2018,t sega media vision strategy turn-based tactics no online multiplayer
FAR CRY 4,85,hidden in the towering himalayas lies a country steeped in tradition and violence you are ajay ghale returning to the country of your birth the lush forests and harsh snow capped summits of kyrat to fulfill your mother’s dying wish of spreading her ashes this vast and unpredictable country offers visitors opportunity and danger you quickly find yourself caught up in a rebellion to overthrow the oppressive regime of pagan min a figure known as much for his sense of style and charisma as for his cruelty and naked brutality navigating the treacherous landscape you find your fate increasingly determined by the choices you make because in kyrat and every second is a story in far cry 4 you’ll conquer fortress outposts from the back of a 6-ton elephant and take to the skies as you rain down explosives from your moving perch in the gyrocopter the vertical landscape of the himalayas isn’t just a gorgeous backdrop but a playground that encourages the player to fight hunt and explore grappling cliffs or launching into the air plummeting to the valley below in a controlled free fall with your wing suit you’ll carry with you a truly unique arsenal of weaponry that lets you play your way whether it’s sniping sneaking or all-out assault when all else fails animals can be your biggest allies or your greatest peril as kyrat’s wilderness delivers on the promise of a true open world anecdote factory,7.7,Nov 18 2014,m ubisoft montreal action shooter first-person modern arcade up to 10 players
MOSS,85,meet quill a young mouse with dreams of greatness beyond the confines of her quiet settlement one day while exploring the woods she finds a mysterious stone and an ancient magic is awakened dramatic events quickly unfold as a distant evil extends its reach with her uncle now in grave danger quill must embark on an epic journey—and she needs you there by her side together you'll travel to forgotten realms solve challenging puzzles and battle menacing enemies alone no one can conquer what you're up against but united you just may defeat even the darkest of villains immerse yourself in the world of moss to help write the story of a hero in the making [playstationcom],8.0,Feb 27 2018,e10+ polyarc action adventure generalspecial controllers: playstation vr compatible playstation vr required no online multiplayer
TOMB RAIDER: DEFINITIVE EDITION,85,armed with only the raw instincts and physical ability to push beyond the limits of human endurance tomb raider delivers an intense and gritty story into the origins of lara croft and her ascent from a frightened young woman to a hardened survivor,8.1,Jan 28 2014,m crystal dynamics nixxes software modern action adventure general modern linear up to 8 players
SHADOW TACTICS: BLADES OF THE SHOGUN,85,the tactical game with stealth elements shadow tactics: blades of the shogun is a cooperative endeavor of daedalic entertainment and mimimi productions the game is a special take on the genre: it takes place during the edo-era of japan in 1615 within a playtime of roughly 25 hours 5 characters will face challenging missions each protagonist with their own special field of expertise only if you know the positive and negative qualities of your characters and play tactically and with finesse will you master the challenges ahead,8.2,Aug 1 2017,m mimimi productions strategy real-time tactics no online multiplayer
SUPER MEAT BOY,85,super meat boy is a tough as nails platformer where you play as an animated cube of meat who's trying to save his girlfriend (who happens to be made of bandages) from an evil fetus in a jar wearing a tux,6.9,Oct 6 2015,tofficial site: http://supermeatboy.com/ team meat action platformer 2d no online multiplayer
PYRE,85,pyre is a party-based rpg from the creators of bastion and transistor lead your band of exiles to freedom through a series of mystical competitions in the campaign or challenge a friend to a fast-paced ritual showdown in the head-to-head versus mode,7.9,Jul 25 2017,e10+ supergiant games role-playing general
FIFA 17,85,ea sports fifa 17 the journey isa new game mode powered by frostbite immersed in the journey fans live their story on and off the pitch as premier league prospect alex hunter who is looking to make his mark fans visit new football worlds meet new characters full of depth and navigate emotional highs and lows of their unique story arc through decisions off the pitch their performance on it and character interactions throughout the 2016/17 season while playing for any of the 20 premier league clubs [electronic arts],5.0,Sep 27 2016,e ea sports ea vancouver sports team soccer sim up to 22 players
DIRT 4,85,dirt 4 puts you at the wheel of the most powerful machines ever made as you face the toughest roads and circuits on the planet in rally rallycross and landrush,7.5,Jun 6 2017,t codemasters racing simulation automobile up to 8 players
CRASH BANDICOOT 4: IT'S ABOUT TIME,85,the devious villains neo cortex and dr n tropy have finally escaped their interdimensional prison leaving an evil scientist sized hole in the universe now they’ve got their eyes set on not only simply conquering this dimension but all dimensions and it’s up to crash and coco to save the day n sanity beach is where crash’s adventure first started and where it begins in crash 4 but there have definitely been changes since players first saw n sanity beach all those years ago and throughout crash 4 you’ll notice changes to gameplay and even the art style,8.2,Oct 2 2020,e10+ toys for bob action platformer 3d no online multiplayer
GONE HOME: CONSOLE EDITION,85,the eldest daughter of the greenbriar family returns after a year abroad she expects her parents and sister to greet her instead she finds only a deserted house filled with secrets where is everyone? and what's happened here? find out for yourself in gone home a first-person game entirely about exploration mystery and discovery the house is yours to explore as you see fit open any drawer or door to investigate what's inside piece together the mysteries from notes and clues woven into the house itself discover the story of a year in the life of the greenbriar family dig deeper go home again,4.6,Jan 12 2016,m the fullbright company midnight city adventure 3d first-person
428: SHIBUYA SCRAMBLE,85,a kidnapping in shibuya brings together a detective a journalist a former gang leader a big pharma researcher and a part-timer stuck in a cat costume for a series of unexpected events can they–or the city itself–make it through the day?,7.6,Sep 4 2018,t spike chunsoft action adventure adventure general visual novel no online multiplayer
NI NO KUNI II: REVENANT KINGDOM,84,re-enter the animated world of ni no kuni in the sequel to the role-playing game developed by level-5 explore the world and experience the story in an all-new rpg adventure level-5 reunites with yoshiyuki momose on character design and music created by joe hisaishi in the production of the next ni no kuni tale,7.5,Mar 23 2018,t level 5 action rpg role-playing japanese-style no online multiplayer
STATIK,84,statik is a vr game focused on solving puzzles in a place you're not familiar with with a person you don’t recognize and hands that aren’t completely yours,7.9,Apr 24 2017,t tarsier studios adventure 3d first-personspecial controllers: playstation vr required
F1 2018,84,the 2018 season sees the return of the french grand prix for the first time since 2008 at the circuit paul ricard which last hosted the french grand prix in 1990 the german grand prix also returns to the championship after not featuring last year with the hockenheimring hosting the race in july f1 2018 features all of the official teams the drivers and circuits of the 2018 season [codemasters],7.8,Aug 24 2018,e codemasters racing simulation automobile up to 20 players
KINGDOM HEARTS HD I.5 + II.5 REMIX,84,kingdom hearts hd 15 + 25 remix is an hd remastered collection of 6 kingdom hearts experiences available for the first time on ps4,8.9,Mar 28 2017,e10+ square enix miscellaneous compilation no online multiplayer
RED MATTER,84,red matter is a story-driven vr puzzle adventure game set during a dystopian sci-fi cold war take on the role of an astronaut dispatched to an abandoned moon base on a frozen faraway planet to investigate a shady top secret research project,7.4,Dec 11 2018,t vertical robot adventure 3d first-personspecial controllers: move required playstation vr required no online multiplayer
MIDDLE-EARTH: SHADOW OF MORDOR,84,fight your way through mordor and reveal the truth of the spirit that compels you discover the origins of the rings of power build your legend and ultimately confront the evil of sauron in this new story of middle-earth,8.0,Sep 30 2014,m monolith productions fantasy action adventure fantasy open-world no online multiplayer
GUILTY GEAR XRD -SIGN-,84,guilty gear xrd -sign- the newest entry of the guilty gear fighting game series brings its redesigned extreme style and unique 3d animation to players everywhere,7.9,Dec 16 2014,tofficial site: http://ggxrd.com/ arc system works action fighting 2d up to 8 players
BLAZBLUE: CENTRAL FICTION,84,blazblue: central fiction is the newest installment in the blazblue franchise of next gen 2d fighters prepare yourself for a new story new characters levels modes system mechanics and more choose from over 33 fighters as you battle for 2d supremacy,7.7,Nov 1 2016,t arc system works action fighting 2d up to 32 players
HITMAN: DEFINITIVE EDITION,84,there is a world beyond ours beyond nations justice ethics it never sleeps it exists everywhere and once you enter there is no going back welcome to the world of assassination you are agent 47 the world’s ultimate assassin,7.3,May 15 2018,m io interactive action adventure general no online multiplayer
SALT AND SANCTUARY,84,salt and sanctuary casts you as a sailor shipwrecked on a strange purgatorial island insulated somehow against a backdrop of centuries-old worldwide perpetual war what hope remains is isolated in sanctuaries: protected dwellings where travelers band together under common creeds to take shelter from the hostile world outside,8.1,Mar 15 2016,m ska studios action platformer 2d no online multiplayer
DARK SOULS REMASTERED,84,embark upon an epic dark fantasy in a universe stricken by decline and the curse explore its intricate world design - full of hidden passages dungeons and secrets - and uncover its deeply rooted lore,7.9,May 25 2018,m from software role-playing action rpg up to 6 players
DAY OF THE TENTACLE REMASTERED,84,originally released by lucasarts in 1993 as a sequel to ron gilbert’s maniac mansion day of the tentacle is a mind-bending time travel cartoon puzzle adventure game in which three unlikely friends work together to prevent an evil mutated purple tentacle from taking over the world over 20 years later day of the tentacle is back in a remastered edition that features all new hand-drawn high resolution artwork with remastered audio music and sound effects players can switch back and forth between classic and remastered modes and mix and match audio graphics and user interface to their heart’s desire we’ve also included a concept art browser and recorded a commentary track with the game’s original creators [playstationcom],7.3,Mar 22 2016,t double fine productions adventure point-and-click
ZEN PINBALL 2: SOUTH PARK: SUPER-SWEET PINBALL,84,join stan kyle cartman kenny and butters in two pinball tables inspired by everyones favorite mountain town south park! meet characters from the tv show like wendy timmy jimmy mr hankey and even manbearpig (super cereal you guys) and relive great moments from episodes of the show including the sarcastaball and imaginationland so come on down to south park and see if you cant unwind!,6.0,Oct 14 2014,e10+ zen studios action miscellaneous parlor pinball
DIRT RALLY 2.0,84,dirt rally 20 dares you to carve your way through a selection of iconic rally locations from across the globe in the most powerful off-road vehicles ever made knowing that the smallest mistake could end your stage you will need to rely on your instincts with the most immersive and truly focused off-road experience yet including a new authentic handling model tyre choice and surface deformation power your rally car through real-life off-road environments in new zealand argentina spain poland australia and the usa with only your co-driver and instincts to guide you race on eight official circuits from the fia world rallycross championship complete with licensed supercars and support series develop your team and cars around race strategies and progress through a varied selection of events and championships in both a single player career campaign and a competitive online environment,5.8,Feb 26 2019,e codemasters racing simulation automobile up to 8 players
DEUS EX: MANKIND DIVIDED,84,the action of deus ex: mankind divided takes place in 2029 a couple of years after the events of human revolution and the infamous ‘aug incident’ in panchaea that resulted in the deaths of millions at the hands of those who had installed augmentations this event has caused a massive divide between those who have augmentations and those who don't amidst this emotional turmoil are various factions aiming to manipulate the public by twisting public opinion of augmentation to advance their own agenda and hide the truth of what really occurred,7.6,Aug 23 2016,m eidos montreal action adventure general no online multiplayer
THUMPER,84,thumper strips rhythm gaming down to its core classic rhythm-action is combined with speed and satisfying physicality with one analog stick and one button you control a space beetle while hurtling through stunning and treacherous worlds each rhythmic hit crash and impact is interwoven with an original soundtrack by brian gibson of the acclaimed noise-rock band lightning bolt,7.3,Oct 10 2016,e10+ drool games drool action rhythm musicspecial controllers: playstation vr compatible
AXIOM VERGE,84,a failed scientist dies in an accident only to awaken in a mysterious alien world where is he? how did he get here? and why do the fundamental laws of reality appear broken? life afterlife real virtual dream nightmare it's a thin line it's axiom verge [thomas happ],7.8,Mar 31 2015,e10+ tom happ sci-fi action adventure general no online multiplayer
