Title,Meta_score,Summary,User_score,GamesRelease,Descrition
PART TIME UFO,78,help the citizens of earth as a cute little ufo with a handy extendable claw move objects to the designated platform and balance arrange and build to help earthlings complete jobs! tasks range from farming fishing and stacking cheerleaders wait…what? each puzzling job has multiple objectives hinted at through pictures solve them to earn in-game medals and unlock even more jobs—just keep an eye on the timer pass a joy-con™ controller to a friend for some duo ufo puzzle solving recruit a friend and complete any job in cooperative mode each job also has a more difficult variation that’s perfect for two players jobs may have more objects to move or other challenges to keep the action fresh for your ufo buddy two claws are better than one! reach for the stars (and a high score) in the tower of infinity the sky’s the limit in the tower of infinity mode! stack objects that are flown in on helicopters to build the tallest tower you can be careful not to let anything fall of the platform or the round will end a second player can join you on your journey to build the tallest tower possible take on jobs like helping a farmer load a truck arranging circus animals and rebuilding a temple in addition to the medals you’ll earn to unlock other stages you’ll receive some in-game currency for each job you complete redeem your hard-earned currency for adorably useful costumes dress like a ninja for a sneaky look and a speed boost or don the safety helmet to stop quickly when zooming around the screen check out the feats of glory for extra challenges to complete as you play for example try to transport a total of 160 objects across all jobs or get a total of 54 medals complete four of these feats to unlock an animated illustration once you master your claw-swinging object-stacking skills you can go for a treasure hunt! in this mode you must solve puzzles and collect treasure as you explore treacherous ruins whether you want to help out earthlings build your tower of infinity or explore for treasure the part time ufo game is full time fun,8.3,Oct 28 2020,e10+ hal labs action arcade no online multiplayer
IN OTHER WATERS,78,play as an artificial intelligence guiding a stranded xenobiologist through a beautiful and mysterious alien ocean a non-violent sci-fi story enter a world of wonder fear and vulnerability unraveling the history and ecology of an impossible planet what will you discover together? explore an alien ocean: freely dive into an expansive section of seafloor from shimmering reefs to inky depths unlock upgrades and make discoveries that allow you to open up new paths uncovering strange creatures and environments as you do see the world through an ai lens: navigate an elegant intuitive ui via touch or mouse controls interpret signals set headings and map the ocean through experimentation and intuition become an xenobiologist: discover and catalogue species through observation scanning taking samples and interacting with alien life read ellery’s notes look at her sketches and help her classify an entirely new ecosystem plan your dives: choose whether to study creatures investigate secrets or dive new areas then come back to your base to study samples in the lab chat to ellery or read her journals to understand more about this world,6.6,Apr 3 2020,t jump over the age adventure general no online multiplayer
MUSYNX,78,with more than 50 songs to choose from musynx is the next destination of choice for rhythm game fans to rock out and stretch their rhythmic fingers! the simple organic game mechanics will put players to the test with rhythms and beats like no other with multiple difficulty levels and a huge range of genres to choose from (pop classical trance vocaloid r&b and more) players will be glued to their nintendo switch for hours and hours whether at home or on the go,8.0,Jun 19 2018,e10+ pm studios inc. action rhythm music no online multiplayer
ROOT DOUBLE: BEFORE CRIME * AFTER DAYS - XTEND EDITION,78,the year is 2030 business is as usual in the isolated research city of rokumei–that is until several explosions suddenly go off in the nuclear research facility known as “labo” the city sends in “sirius” an elite rescue squad to deal with the situation but the situation only gets worse when labo’s nuclear reactor melts down sending the facility into lockdown–with members of sirius and survivors still trapped inside with lethal radiation leaking everywhere and not enough anti-radiation medication to last until lockdown lifts the survivors make more and more grim discoveries in their struggle for survival in a deathtrap full of fire and radiation they learn that doubt is their greatest enemy and trust their greatest asset the story of root double features two different protagonists: watase kasasagi a rescue squad captain who has lost his memories in the hours after the incident and natsuhiko tenkawa a student piecing together the clues in the six days before the only key to survival lies in the player’s hands with the senses sympathy system (sss) unlike traditional visual novels root double does not have clear cut “choices” but rather the game uses sss to allow the player to manipulate the story based purely upon emotion your emotions projected upon the characters particularly your trust in them shape the progression of the story only with effective use of this system and completion of both protagonists’ stories can the player piece together the truth and hope to discover a way out of the facility,tbd,Nov 26 2020,m regista adventure visual novel no online multiplayer
ASTROLOGASTER,78,play as ‘doctor’ simon forman - unlicensed medical professional and astrologer - and help him win a medical licence astrologaster is a narrative-based comedy game explore forman’s life his work and his relationships with his clients make story choices by performing astrological readings choose strategically or make decisions just for fun - but be aware that your choices will have consequences (and unpredictable side effects!) 13 clients come to see you 5-7 times seeking advice for personal professional and medical problems by examining the stars in the sky you diagnose and determine answers for your clients’ problems as well as affecting the storyline these choices will alter your clients’ satisfaction levels satisfied clients will write you letters of recommendation and with enough of these letters you can obtain a medical licence from the university of cambridge so-called “real” (licensed) doctors call forman a quack and fraud help forman prove these medical establishment elitists wrong!,tbd,Feb 18 2021, nyamyam adventure general no online multiplayer
BLASTER MASTER ZERO,78,"blaster master zero is a 8-bit style top-down & sideview 2d action-adventure game that hearkens back to the golden age of the nes using the original 1988 nes title ""blaster master"" from sunsoft as a base with the addition of new areas and bosses new gameplay elements such as extra sub-weapons improved gameplay a more robust scenario refined and expanded exploration mechanics and more this of course includes new areas and bosses and new gameplay elements such as extra sub-weapons improved gameplay when battling outside of your sophia 3rd tank a more robust scenario refined and expanded exploration mechanics and more -on the sideview maps take control of the battle tank sophia iii and explore your surroundings as you search for the entrance to the dungeon where the area's boss lurks -once you find a dungeon entrance exit sophia iii and make your way inside as the hero jason and take on the mutants inside in top-down mode -defeat the mid-bosses and area bosses to acquire new items sub-weapons upgrades to sophia iii and jason's equipment and new abilities and move to the next area -incorporation of hd rumble features into various aspects of the gameplay -player 2 can provide support for player 1 as they traverse through the game in the co-op multiplayer mode",7.7,Mar 9 2017,e inti creates action platformer 2d
FULL METAL FURIES,78,"from the creators of rogue legacy comes a ""true-cooperative"" action rpg full metal furies puts an emphasis on team play with a unique combat system where everyone is important play on the couch alone or with friends or make it an online party for up to four players",7.9,Nov 6 2018, cellar door games action 2d beat-'em-up up to 4 players
BURNOUT PARADISE REMASTERED,78,welcome back to paradise city! make action your middle name as you rule the streets in burnout paradise remastered tear up the town from hectic downtown avenues to wild mountain roads relive the high-octane stunts and wanton destruction of one of the greatest arcade-driving games ever! burnout paradise remastered provides the ultimate driving playground for you and your friends to play online this remaster includes all dlc from the year of paradise including the big surf island update meticulously recreated and ready to wreck in 4k on the playstation 4 pro and xbox one x,7.9,Jun 19 2020,e10+ stellar entertainment software ltd racing arcade automobile up to 8 players
RESIDENT EVIL: REVELATIONS COLLECTION,78,resident evil revelations features jill valentine and claire redfield as they investigate an abandoned cruise ship where terror lurks around every corner resident evil revelations 2 features 2 separate but intertwined storylines featuring claire redfield and barry burton as they find themselves on an abandoned prison island,8.3,Nov 28 2017,m capcom miscellaneous compilation 2 players
CASTLESTORM,78,castlestorm features medieval ballista weaponry allowing players to launch an assortment of explosive weapons including morningstars apple grenades homing eagles and even flying sheep to defeat an onslaught of enemies trying to capture your flag and destroy your castle deploy a fearsome ground attack of swordsmen knights and donkey riders in order to protect your castle games and if all else fails call upon powerful spells to help keep the enemy at bay,8.2,Aug 16 2018,tofficial site: http://www.castlestormgame.com/ zen studios strategy general 2 players
FORAGER,78,forager is a 2d open world game inspired by exploration farming and crafting games such as stardew valley terraria & zelda start small and improve your base skills equipment network of friends (and enemies!) and build your future as you see fit! you can play forager in a very varied array of playstyles,7.0,Jul 30 2019,e10+ hopfrog action adventure general no online multiplayer
NOT TONIGHT: TAKE BACK CONTROL EDITION,78,not tonight is a post-brexit management game fusing a time-pressure rpg with a politically charged story where every decision matters will you join the resistance and fight the regime -- or keep your head down and hope that one day this will all be a distant memory? not tonight: one love is a full extra chapter that follows on from the main not tonight storyline king's head dave has had just about enough of everything happening in britain and has decided to pack up and move to france in the hope of finding true love in an alternative britain where brexit talks have collapsed an extreme far-right government has taken power citizens of european heritage have been rounded up and exiled forced out of your previous life you find yourself in the midst of a booming gig economy fighting to scrape by and return to the city you call home,5.8,Jan 31 2020,t panic barn ltd strategy general simulation virtual career no online multiplayer
CAPCOM BEAT 'EM UP BUNDLE,78,relive the glory days of cooperative arcade games with the capcom beat ‘em up bundle this comprehensive collection includes seven classic games each with various multiplayer options online capabilities and detailed galleries,7.8,Sep 18 2018,t capcom miscellaneous compilation up to 4 players
SHIFT QUANTUM,78,axon vertigo the world’s leading authority and most trusted friend in cerebral contentedness programming promises to deliver better life quality for everyone with the shift quantum program,7.8,May 29 2018,t fishing cactus action platformer 2d no online multiplayer
THE JOURNEY DOWN: CHAPTER ONE,78,the journey down is a classic point 'n click saga with a black african twist owing much of its character and pattern design to traditional central african arts such as carvings and masks from the makonde and chokwe tribes mixed with an all original jazzy reggae soundtrack feedback-oriented puzzles and tons of hand painted environments the unique cultural fusion of the journey down is bound to draw you in,tbd,Jun 21 2018,tofficial site: http://www.skygoblin.com/the-journey-down/ skygoblin adventure general no online multiplayer
THE WARLOCK OF FIRETOP MOUNTAIN: GOBLIN SCOURGE EDITION!,78,battle sneak and charm your way through thousands of story options as you play through over a dozen major quests each unique to a different hero,7.6,Sep 13 2018,t tin man games role-playing western-style no online multiplayer
FELL SEAL: ARBITER'S MARK,78,fell seal: arbiter's mark is a story-driven turn-based tactical rpg set in a fantasy world with a touch of steampunk take control of the arbiter kyrie an agent of the immortal council tasked with preserving stability and order throughout the land and lead your troops through difficult encounters,8.1,Aug 14 2019,t 6 eyes studio strategy turn-based tactics no online multiplayer
JOURNEY TO THE SAVAGE PLANET,78,welcome to the pioneer program! in this upbeat & colorful co-op adventure game you play as the newest recruit to kindred aerospace dropped onto an uncharted planet with little equipment and no real plan you must explore catalog alien flora and fauna and determine if this planet is fit for human habitation but perhaps you are not the first to set foot here onward to adventure! good luck - and mind the goo!,7.5,May 21 2020, 505 games action adventure general 2 players
DEEP SKY DERELICTS: DEFINITIVE EDITION,78,in a grim dystopian future where mankind has scattered across the galaxy and the human society has split into two distinct classes you are a poor stateless outcast forced to live off scraps from derelict alien stations and ships in the outer space a fabled alien derelict ship somewhere within the deep sky sector of space is your voucher for a citizenship and a promise of cozy life on a hospitable planet,tbd,Mar 24 2020,t snowhound games role-playing japanese-style no online multiplayer
PICZLE CROSS ADVENTURE,78,piczle cross adventure takes the classic nonogram logic-puzzle and turns it into something never before experienced in the genre: a story-driven rpg-style 2d graphical adventure! follow our heroes score-chan gig and professor matrix as they tackle their most daunting challenge yet,tbd,Apr 16 2020,e10+ rainy frog puzzle general no online multiplayer
THOMAS WAS ALONE,78,thomas was alone and then well he wasn’t thomas was alone is the acclaimed platformer about friendship and jumping and floating and anti-gravity guide a group of sentient rectangles through a series of obstacles combining their skills to reach the end of each level discover the story of the world’s first sentient ais and how they worked together to well not escape… “escape” is a strong word perhaps “emerge” might be better “emerge” has an air of importance about it while keeping the various plot twists and origin stories you’ll discover under wraps we didn’t even mention the bouncing that would be overkill listen to reactive and atmospheric music originally composed by david housden negotiate puzzles meticulously designed by mike bithell and immerse yourself in the characters journey with a bafta award winning voiceover read wistfully and amusingly by danny wallace also includes thomas was alone: benjamin’s flight the additional level pack that follows the tale of benjamin and his father’s incredible invention meet a new companion and a familiar face in the events leading up to thomas’ emergence,tbd,Feb 19 2021,eofficial site: http://store.steampowered.com/app/220780/ mike bithell ant workshop action platformer 2d no online multiplayer
MURDER BY NUMBERS,78,los angeles 1996 honor mizrahi was just an actress on a hit tv detective show but when her boss ends up dead just minutes after he fires hershe finds herself starring in her own murder mystery teaming up with scout a reconnaissance robot thrown away after a mysterious incident she sets out to clear her name - and a new detective duo is born! investigate a range of murders across tv studios glitzy award shows drag clubs and more - all set to an energetic soundtrack from famed composer masakazu sugimori (phoenix wright: ace attorney ghost trick and viewtiful joe) uncover a dark conspiracy by interrogating a wild range of weird and wonderful characters designed by the incomparable hato moa creator of hatoful boyfriend,7.3,Mar 5 2020,t mediatonic adventure general no online multiplayer
DRAGON'S DOGMA: DARK ARISEN,78,an epitaph speaks of another's demise a mysterious island known as bitterblack isle appears off the coast of gransys its depths have claimed the lives of many arisen their voices still haunt the labyrinth that lies deep beneath its surface--a labyrinth ripe with secrets waiting to be discovered the time to take up arms has come once again delve into the isle's depths and uncover its dark secret!,8.3,Apr 23 2019,mofficial site: http://www.dragonsdogma.com/ capcom role-playing action rpg no online multiplayer
MY FRIEND PEDRO,78,my friend pedro is a violent ballet about friendship imagination and one man’s struggle to obliterate anyone in his path at the behest of a sentient banana the strategic use of split aiming slow motion and the ol’ stylish window breach create one sensational action sequence after another in an explosive battle through the violent underworld unleash a torrent of destruction with an incredible level of control over both your weapons and your body twist and turn through the air while aiming both hands at priority threats or line up a perfect ricochet to drop an unsuspecting gangster from behind break up the high octane running and gunning a bit with dynamic sequences like a thrilling motorcycle chase or slow it all down and take a moment to think through a series of clever (and possibly fatal) physics-based puzzles,7.8,Jun 20 2019,m deadtoast entertainment action platformer 2d no online multiplayer
TAIKO NO TATSUJIN: DRUM 'N' FUN!,78,enjoy the cult classic arcade rhythm game from japan in the comfort of your own home! play to the beat using your own drum with wide variety of new songs and challenge your friends to prove who has the best taiko skills use motion controls to enjoy taiko like never before! unlock beloved characters to help you on your journey to become a legendary taiko drummer! utilize the interactive features of the nintendo switch to connect share and play with family and friends,8.4,Nov 2 2018,e bandai namco games action rhythm music no online multiplayer
SEGA AGES: SHINOBI,78,shinobi it's japanese for stealth the perfect description of a master ninja and that's exactly what you are! armed with throwing stars and finely-honed battle skills you must defeat the ring of five fight your way past mercenaries and karate thugs take out the meanest martial artists and rescue hostages but these dangers pale in comparison to your ultimate challenge: a fight to the death against five evil ninja assassins whose mastery of the deadly ancient arts may well surpass your own!,7.7,Jan 23 2020,e10+official site: http://www.nintendo.com/games/detail/us4h9rlo3wtm2zjslyfadj_oielvrsmw sega m2 action platformer 2d no online multiplayer
SHINSEKAI: INTO THE DEPTHS,78,capcom presents a fresh and original undersea exploration game filled with unique visual and audio experiences for you to discover the land has slowly but steadily been covered with ice forcing mankind to take refuge in the ocean even the sea cannot protect them forever the ice overtakes the undersea home of a lone aquanaut forcing an unplanned journey of exploration and discovery take control and follow a mysterious mechanical creature ever deeper could there be others still living on so far beneath the surface?,7.9,Mar 26 2020,e10+ capcom action platformer 2d no online multiplayer
COSMIC STAR HEROINE,78,why can't the galaxy just stay saved? 3 exotic planets to explore aliens robots magic forbidden technology conspiracies a galactic threat and one brave heroine to make things right cosmic star heroine is an exciting rpg from the creators of cthulhu saves the world,7.4,Aug 14 2018,t zeboyd games role-playing japanese-style no online multiplayer
PUZZLE QUEST: THE LEGEND RETURNS,78,the original match 3 rpg is back and better than ever before! experience the game that started it all now for the first time on nintendo switch™! the totally remastered puzzle quest: the legend returns features the original puzzle quest: challenge of the warlords the expansion revenge of the plague lord and a whole bundle of new quests spells classes and items created exclusively for this version,7.2,Sep 19 2019,e10+ infinity plus 2 puzzle matching no online multiplayer
RESIDENT EVIL: REVELATIONS,78,the fear that was originally brought to players in resident evil revelations on the nintendo 3ds system returns redefined for home consoles complete with high quality hd visuals enhanced lighting effects and an immersive sound experience furthermore the home console version will deliver additional content including a terrifying new enemy extra difficulty mode and improvements to raid mode such as new weapons skill sets and the opportunity to play as hunk and other characters from the series raid mode which was first introduced to the series in the original version of resident evil revelations sees gamers play online in co-op mode or alone in single player taking on the hordes of enemies across a variety of missions whilst leveling up characters and earning weapon upgrades the critically acclaimed survival horror title takes players back to the events that took place between resident evil 4 and resident evil 5 revealing the truth about the t-abyss virus resident evil revelations features series favorites jill valentine and chris redfield plus their respective bsaa partners - parker luciani and jessica sherawat the action begins on board a supposedly abandoned cruise ship the 'queen zenobia' where horrors lurk around every corner before players head for the mainland and the devastated city of terragrigia with limited ammo and weapons available the race is on to survive the horror of resident evil revelations,8.1,Nov 28 2017,mofficial site: http://www.residentevil.com/revelations/ capcom action adventure survival 2 players
NELLY COOTALOT: THE FOWL FLEET,78,pirate heroine nelly cootalot takes on the villainous baron widebeard in this point and click adventure game meet a cast of outlandish characters and face perplexing challenges in your quest for the treasure of the seventh sea what is baron widebeard planning? can he be stopped? in what way is a frozen volcano involved? to answer these questions comes nelly cootalot: pirate heroine and defender of endangered and adorable creatures nelly’s journey will take her from port rubicund in the south seas to the lonely isle of gloomholm in the icy north she’ll meet outlandish characters and face perplexing challenges in her quest for the treasure of the seventh sea,8.0,Jul 11 2019,t application systems heidelberg adventure point-and-click no online multiplayer
DUKE NUKEM 3D: 20TH ANNIVERSARY WORLD TOUR,78,nintendo switch specific features – utilize the nintendo switch to its fullest with optional gyroscopic aiming hd rumble motion controls and local wireless multiplayer all new episode five – complete an all-new episode containing eight original levels created by the original designers of duke nukem 3d allen blum iii and richard “levelord” gray new music and one-liners – episode five has original music composed by lee jackson original author of duke nukem’s iconic theme “grabbag” and sound designer for duke nukem 3d along with new one-liners from the voice of duke himself jon st john in-game developer commentary – all-new behind-the-scenes original development team commentary accessible in-game optionally remastered – play the game using the ken silverman’s original 1996 graphics engine or toggle in real time to play with the original content rendered at high fidelity and enhanced frame rate using gearbox’s “true3d” graphics engine,7.8,Jun 23 2020,m gearbox software sonka action shooter first-person arcade up to 8 players
LEGO CITY UNDERCOVER,78,in lego city: undercover developed by tt games and published by nintendo players assume the identity of chase mccain an undercover detective armed with clever disguises as players run drive and even fly through the city they'll use the wii u gamepad as a map communicator and indispensable crime scanner this is the first time that the lego city play sets have come to life on a gaming platform and it's exclusively on the wii u console,7.8,Apr 4 2017,e10+official site: http://www.nintendo.com/games/detail/oeb9stg9i7srzlbbyqpq2cjbp0mnnfcj tt games action adventure open-world no online multiplayer
PIXELJUNK EDEN 2,78,from the mind of baiyon creative director and hypnotic soundscape composer for both the award winning pixeljunk eden and eden obscura comes eden 2 an exploration of life color and collaboration as grimps reinvigorate and revitalize the world in a swath of luminescence painting upon a lush canvas as they play return to the spectacular ever changing gardens of psychedelic sights and sounds as you cultivate new plants and biomes collect pollen and help seeds sprout new exotic leaves and bloom flowers all against a dynamic and vibrant backdrop of mellow multi-hued visuals swing and spin from silk threads in both single and cooperative play as you and a partner pirouette around one another in brush-strokes of light and color in the world on your journey to collect the all important “spectra” the source of all life in the world,7.9,Dec 10 2020, q-games action general no online multiplayer
HERO-U: ROGUE TO REDEMPTION,78,hero-u: rogue to redemption is an epic - and humorous - fantasy adventure and role-playing game in which you take on the role of shawn o'conner a young man striving to become a hero as well as a rogue hero-u: rogue to redemption is the work of lori ann cole and corey cole creators of quest for glory shannara castle of dr brain and mixed-up fairy tales although hero-u is not a direct sequel to the quest for glory games it features the same mix of adventure role-playing humor and immersive storytelling that we introduced in that series shawn can become the rogue of the year while exploring a mysterious castle making friends and enemies fighting deadly foes and uncovering the secrets of his own hidden past meanwhile players will enjoy the rich and humorous dialogue and descriptions as they guide shawn through his adventures during the day shawn attends classes at the university practices his skills and tries to make friends with other students at night it's time to pull out weapons armor and traps to explore the abandoned wine cellars stunning sea caves creepy catacombs and deadly dungeon beneath hero-u most combat is optional for those who prefer a pure adventure game but there are ample rewards for those who choose to valorously fight the creatures that threaten the school and all of sardonia,tbd,Feb 9 2021, transolar games role-playing action rpg no online multiplayer
ATOMIK: RUNGUNJUMPGUN,78,rungunjumpgun is a tough as nails game that puts a gravity-defying weapon in your hands one button lets you fly the other blasts obstacles out of the way with a cast of crazed characters challenging gameplay and a pulsing musical score it delivers twitchy platforming goodness,8.0,Feb 8 2018,e gambitious action platformer shooter 2d shoot-'em-up horizontal no online multiplayer
NEVER GIVE UP,78,never give up is packed full of vicious traps and hazards specifically designed to turn you into bloody chunks when the going gets tough the tough don't quit! from the creators of the brutal and beloved web series enjoyed by millions of players worldwide comes another installment of hardcore skill-intensive platforming every time you beat a level another element is layered in to make it even harder buzzsaws? yup guided missiles? mhmm giant rhino mechs? you know it never give up has all that and more with over 250 stages huge boss battles and voice acting from arin hanson,8.0,Aug 13 2019,t massive monster action platformer 2d no online multiplayer
VOID BASTARDS,78,can you lead the misfit prisoners of the void ark through the derelict spaceships and myriad dangers of the sargasso nebula? will you make the right choices about what to do where to go and when to fight? master combat manage ship controls scavenge supplies craft improvised tools and much more!,6.0,May 7 2020,m blue manchu action shooter first-person arcade no online multiplayer
THE LEGEND OF ZELDA: BREATH OF THE WILD - THE MASTER TRIALS,78,"the master trials comes with a new trial of the sword challenge (previously referred to as the cave of trials) that begins with link having no armor or weapons there are 45 total rooms in trial of the sword and if you beat them all then the ""true power of the master sword will awaken and always be in its glowing powered-up state"" the expansion also adds hard mode which increases the ""rank"" of enemies making them more difficult to take down additionally especially challenging enemies will show up in some places where they might not otherwise have additionally enemies spot link more easily in hard mode [gamespot]",7.7,Jun 30 2017,e10+ nintendo action adventure open-world
DEATH SQUARED,78,death squared is a cooperative puzzle game for 1 2 or 4 players best enjoyed with loved ones who don't mind a little arguing for the greater good prove your teamwork skills in death squared as you solve puzzles together or die trying! each player needs to guide a robot to a color-coded goal but the path is beset with deadly traps and hazards teams of players will need close observation and communication to keep each other alive and discover a solution together complete the main campaign with 1 or 2 players then take a group into 4-player party mode for the ultimate teamwork trial! for those that can't get enough head to the 'vault' to find extra experiments recommended only for the brave [nintendocom],7.7,Jul 13 2017,e smg studio general puzzle action
WINGSPAN,78,relaxing strategy game about birds for 1 to 5 players the officially licensed digital adaptation of wingspan the winner of the prestigious 2019 kennerspiel des jahres board game award you are bird enthusiasts—researchers bird watchers ornithologists and collectors—seeking to discover and attract the best birds to your network of wildlife preserves each bird extends a chain of powerful combinations in one of your habitats each habitat focuses on a key aspect of the growth of your preserves in wingspan up to 5 players compete to build up their nature preserves in a limited number of turns each beautiful bird that you add to your preserve makes you better at laying eggs drawing cards or gathering food many of the 170 unique birds have powers that echo real life: your hawks will hunt your pelicans will fish and your geese will form a flock features * relaxing strategy card game where your goal is to discover and attract the best birds * single player and multiplayer modes for up to five players * based on the award winning competitive medium-weight card-driven engine-building board game * hundreds of unique animated birds with their real life sound recordings * multiple ways to accumulate points with birds bonus cards and end-of-round goals,8.4,Dec 29 2020,e monster couch strategy general miscellaneous board / card game no online multiplayer up to 5 players
DANDY DUNGEON: LEGEND OF BRAVE YAMADA,78,yamada-kun (age 36) is a programmer at a major game publisher he hates his job alone in his apartment deep into the night he toils to create a game of his own: it's an rpg and he is the hero brave yamada! one day he falls for his new neighbor maria-chan to nurture these feelings adds princess maria into his game! will they find love?,8.2,Jun 27 2019,e dmm games onion games puzzle action no online multiplayer
GOOD JOB!,78,as the clumsy child of a ceo you must climb the corporate ladder one office-themed puzzle at a time! complete puzzles in multiple ways as you experiment with the interactive environments—a projector can be wheeled gently through an electric door…or catapulted through the wall so toil (or tumble) your way to the top and make your father proud,7.7,Mar 26 2020,e nintendo paladin studios action general no online multiplayer
TRIALS RISING,78,explore over-the-top action and physics-bending motorcycle racing in the latest edition of the trials franchise all-new features more competitions and more tracks mean more to play!,7.7,Feb 26 2019,t redlynx racing arcade automobile up to 8 players
SNK 40TH ANNIVERSARY COLLECTION,78,2018 marks the 40th anniversary of legendary studio snk to celebrate this extraordinary milestone a variety of classic arcade games from snk's golden age are coming back together in one anthology on nintendo switch™ snk 40th anniversary collection is packed full of retro games and a treasure trove of features ikari warriorsnuff said,7.7,Nov 13 2018,t digital eclipse snk miscellaneous compilation no online multiplayer
PIC-A-PIX DELUXE,78,pic-a-pix is bigger and better than ever! the ultimate edition of the popular picture crossword game featuring: 300 exclusive new puzzles! touchscreen handheld mode! 2-4 player co-op mode! bigger puzzles than ever before! pic-a-pix are exciting logic puzzles that form whimsical pixel-art pictures when solved pic-a-pix are sometimes known by other names such as picross nonogram paint by numbers griddlers hanjie and many more solve puzzles with a friend - or the whole family - with co-op play for up to 4 players using any combination of controllers! in handheld mode immerse yourself with intuitive touchscreen controls pic-a-pix deluxe now includes classic black and white picross as well as color puzzles which use color-coded clues to add a new dimension to the game there are 150 color and 150 classic puzzles all designed by conceptis ltd and all brand new! puzzles range in difficulty and size from introductory 5x5 pictures up to challenging 35x25 grids! content previously available in pic-a-pix color on nintendo 3ds and wii u can be downloaded as dlc and extra add-on packs will be released regularly,7.9,Jan 4 2018,e lightwood games puzzle logic no online multiplayer
HYRULE WARRIORS: DEFINITIVE EDITION,78,a new ultimate version of the exhilarating action game set in the zelda universe will include every map and mission plus all 29 playable characters from both the wii u and nintendo 3ds versions of the game along with all of the previous paid downloadable content play as link zelda midna skull kid and dozens more in action-packed battles at home or on the go additionally the game includes new outfits for link and zelda based on the legend of zelda: breath of the wild game,7.9,May 18 2018,t koei tecmo games action beat-'em-up 3d no online multiplayer
CRASH BANDICOOT N. SANE TRILOGY,78,your favorite marsupial crash bandicoot is back! he's enhanced entranced & ready-to-dance with the n sane trilogy game collection now you can experience crash bandicoot like never before in fur-k spin jump wump and repeat as you take on the epic challenges and adventures through the three games that started it all crash bandicoot crash bandicoot 2: cortex strikes back and crash bandicoot: warped relive all your favorite crash moments in their fully-remastered hd graphical glory and get ready to put some umph in your wump!,8.2,Jun 29 2018,e10+ vicarious visions toys for bob miscellaneous compilation no online multiplayer
JAMESTOWN+,78,jamestown: legend of the lost colony is a neo-classical top-down shooter for up to 4 players set on 17th-century british colonial mars it features all the intensity depth and lovingly handcrafted pixels of a classic arcade shooter with a modern twist: deeply-integrated cooperative gameplay unlike most top-down shooters which give multiple players a shared pool of lives or continues jamestown does something different so long as any player survives the team can be brought back from death by giving every player the power to rescue their team from the jaws of destruction jamestown creates an exhilarating cooperative experience where everyones contribution truly matters win or lose your team will do it together key features: - blast your way through historic mars as a crack team of up to 4 friends in local co-op mode - marvel and rejoice at vast expanses of lovingly handcrafted pixels - escape into a fast-paced story of swashbuckling redemption - epic orchestral scores composed by francisco cerda unique to each level - brave the hostile martian frontier with your pick of 1619s finest steampunk weaponry - master innovative co-op mechanics paired with classical top-down shooter gameplay - test your skills against 20+ rule-bending bonus levels - run the gauntlet arcade mode and play jamestown like its 1996 - leverage the unique scoring system to claw your way up the online leaderboards,7.9,Dec 12 2019,e10+official site: http://finalformgames.com/jamestown/ final form games llc action shooter shoot-'em-up vertical no online multiplayer
EVERSPACE: STELLAR EDITION,78,everspace is a roguelike 3dspace shooter for windows pc,8.4,Dec 11 2018,t rockfish games simulation action adventure space open-world combat no online multiplayer
DON'T STARVE: NINTENDO SWITCH EDITION,78,don't starve is an uncompromising wilderness survival game full of science and magic you play as wilson an intrepid gentleman scientist who has been trapped by a demon and transported to a mysterious wilderness world wilson must learn to exploit his environment and its inhabitants if he ever hopes to escape and find his way back home enter a strange and unexplored world full of strange creatures dangers and surprises gather resources to craft items and structures that match your survival style play your way as you unravel the mysteries of this strange land,7.3,Apr 12 2018,e10+official site: http://www.dontstarvegame.com/ klei entertainment action adventure sandbox no online multiplayer
SPIRITSPHERE DX,78,one part tennis other part magical beat down play solo or compete with friends by battling across fantastical realms and unleash the power of the spirit spheres singleplayer campaign with dialogue special encounters & modes competitive local multiplayer action fast paced arcade style gameplay throughout multiple stages characters skins and spheres to play and unlock retro flavored graphics and sound mimicking the games of yore gameplay that is easy to pick up but hard to master squash mode: play a round of competitive sphere squash hand2hand mode: play the game vertically each player holding one attached joy-con [nintendo],8.0,Jul 2 2018,e eendhoorn games action arcade no online multiplayer
HORIZON SHIFT '81,78,horizon shift '81 is an explosive wave based single screen shooter with a real retro feel to it you can even play the game in tate screen mode which is made even better when playing with the flip-grip the player controls a ship in the centre of the screen enemies approach from the top and bottom and the player is able to switch up and down to deal with the encroaching hoard different enemies react differently when they reach the horizon some sit on the horizon some destroy sections of the horizon and some run up and down the horizon the player is equipped with a dash attack where they can knock enemies off the horizon and smash them into other incoming enemies for a score bonus dashing an enemy of the line refills the dash metre allowing for ‘dash chaining’ this is where the big points are scored the player is also able to jump (jumping upside down is an interesting new challenge) and is equipped with a bomb which wipes the screen of enemies as well as restoring the horizon,8.0,Dec 20 2018,e flump studios action shooter shoot-'em-up vertical no online multiplayer
INMOST,78,inmost is an atmospheric story-driven puzzle platformer following three playable characters within one dark interconnecting story in an old abandoned castle you’ll need to explore every nook and cranny avoid detection slice your way through enemies and spring deadly traps in order to escape the evil that lurks within…,7.7,Aug 21 2020, hidden layer games action platformer 3d no online multiplayer
